levelId,generatedName,category,difficultyTier,complexityScore,width,height,filled,colors,timeLimit,displacementRatio,secPerCell,shapeComponents,colorComponents,holes,horizontalSymmetry,verticalSymmetry,fillRate,animal,style,file
131,小型多色左右对称徽章,纹样/左右对称徽章,困难,74.42,19,25,329,7,0,0.9787,,1,45,0,0.9747,0.5621,0.6926,,,assets/LevelData/level_131.json
132,大型高彩双轴对称图腾,纹样/双轴对称图腾,专家,80.33,31,32,992,10,0,0.7681,,1,109,0,1.0,1.0,1.0,,,assets/LevelData/level_132.json
133,中型多色双轴对称图腾,纹样/双轴对称图腾,困难,70.54,25,25,625,6,0,0.7376,,1,72,0,1.0,1.0,1.0,,,assets/LevelData/level_133.json
134,中型高彩双轴对称图腾,纹样/双轴对称图腾,专家,80.95,20,22,411,9,0,1.0,,1,94,0,0.9591,0.8682,0.9341,,,assets/LevelData/level_134.json
135,中型高彩双轴对称图腾,纹样/双轴对称图腾,专家,83.46,25,25,625,13,0,0.7536,,1,137,0,1.0,1.0,1.0,,,assets/LevelData/level_135.json
136,超大型高彩双轴对称图腾,纹样/双轴对称图腾,专家,83.88,45,45,2025,10,0,0.6795,,1,238,0,1.0,1.0,1.0,,,assets/LevelData/level_136.json
137,小型多色双轴对称图腾,纹样/双轴对称图腾,困难,72.1,19,21,309,5,0,1.0,,1,60,0,0.9499,0.9098,0.7744,,,assets/LevelData/level_137.json
138,中型多色双轴对称图腾,纹样/双轴对称图腾,困难,77.12,25,25,625,8,0,0.704,,1,156,0,1.0,1.0,1.0,,,assets/LevelData/level_138.json
139,小型多色双轴对称图腾,纹样/双轴对称图腾,困难,67.02,18,18,306,6,0,1.0,,1,25,0,1.0,0.8889,0.9444,,,assets/LevelData/level_139.json
140,小型多色对称拼豆图,图案/普通拼豆图,困难,74.61,18,18,258,7,0,0.9961,,1,78,0,0.8765,0.8642,0.7963,,,assets/LevelData/level_140.json
141,大型多色双轴对称图腾,纹样/双轴对称图腾,困难,75.92,41,41,1681,7,0,0.6222,,1,187,0,1.0,1.0,1.0,,,assets/LevelData/level_141.json
142,超大型多色双轴对称图腾,纹样/双轴对称图腾,困难,76.25,45,45,2025,8,0,0.5422,,1,198,0,1.0,1.0,1.0,,,assets/LevelData/level_142.json
143,中型高彩双轴对称图腾,纹样/双轴对称图腾,专家,80.92,21,24,396,10,0,1.0,,1,53,0,1.0,0.873,0.7857,,,assets/LevelData/level_143.json
144,中型高彩双轴对称图腾,纹样/双轴对称图腾,专家,81.44,25,25,625,12,0,1.0,,1,58,0,1.0,1.0,1.0,,,assets/LevelData/level_144.json
145,中型多色普通拼豆图,图案/普通拼豆图,专家,80.31,33,25,542,8,0,1.0,,1,79,0,0.8303,0.6848,0.657,,,assets/LevelData/level_145.json
146,大型高彩双轴对称图腾,纹样/双轴对称图腾,专家,80.1,29,48,1392,11,0,1.0,,1,49,0,1.0,1.0,1.0,,,assets/LevelData/level_146.json
147,中型高彩双轴对称图腾,纹样/双轴对称图腾,专家,82.46,25,24,600,9,0,1.0,,1,86,0,1.0,1.0,1.0,,,assets/LevelData/level_147.json
148,超大型多色双轴对称图腾,纹样/双轴对称图腾,困难,73.18,45,45,2025,8,0,0.7259,,1,80,0,1.0,1.0,1.0,,,assets/LevelData/level_148.json
149,中型多色双轴对称图腾,纹样/双轴对称图腾,困难,72.92,25,25,625,7,0,1.0,,1,51,0,1.0,1.0,1.0,,,assets/LevelData/level_149.json
150,小型高彩碎色拼贴图,纹样/碎色马赛克,专家,83.57,20,21,335,13,0,1.0,,1,92,0,0.8048,0.8095,0.7976,,,assets/LevelData/level_150.json
151,小型多色普通拼豆图,图案/普通拼豆图,困难,70.09,24,21,345,7,300,0.6174,0.8696,1,50,0,0.8532,0.6944,0.6845,,,assets/LevelData/level_151.json
152,大型多色左右对称徽章,纹样/左右对称徽章,困难,77.2,42,50,1581,5,300,0.6199,0.1898,1,22,0,0.9533,0.8048,0.7529,,,assets/LevelData/level_152.json
153,大型多色左右对称徽章,纹样/左右对称徽章,困难,77.54,38,50,1431,6,300,0.6191,0.2096,1,79,0,0.9758,0.8221,0.7532,,,assets/LevelData/level_153.json
154,中型多色环形纹章,纹样/环形纹章,困难,76.35,26,30,538,6,300,0.6171,0.5576,2,83,1,0.8051,0.7282,0.6897,,,assets/LevelData/level_154.json
155,大型高彩双轴对称图腾,纹样/双轴对称图腾,超高压,91.08,41,40,1640,11,300,0.6195,0.1829,1,70,0,1.0,1.0,1.0,,,assets/LevelData/level_155.json
156,大型高彩对称拼豆图,图案/普通拼豆图,超高压,90.96,41,48,1549,9,300,0.6198,0.1937,1,125,0,0.8689,0.7287,0.7871,,,assets/LevelData/level_156.json
157,大型多色普通拼豆图,图案/普通拼豆图,专家,85.32,50,39,1414,8,300,0.6195,0.2122,1,138,0,0.8256,0.7846,0.7251,,,assets/LevelData/level_157.json
158,中型高彩碎色拼贴图,纹样/碎色马赛克,专家,80.57,28,28,542,9,300,0.5351,0.5535,1,104,0,0.8112,0.7347,0.6913,,,assets/LevelData/level_158.json
159,超大型多色双轴对称图腾,纹样/双轴对称图腾,专家,88.03,60,36,2160,7,300,0.7194,0.1389,1,115,0,1.0,1.0,1.0,,,assets/LevelData/level_159.json
160,中型多色左右对称徽章,纹样/左右对称徽章,专家,78.7,31,33,620,6,300,0.7194,0.4839,1,127,0,0.9316,0.8182,0.6061,,,assets/LevelData/level_160.json
161,大型高彩双轴对称图腾,纹样/双轴对称图腾,专家,85.4,30,35,1050,11,300,0.719,0.2857,1,49,0,1.0,1.0,1.0,,,assets/LevelData/level_161.json
162,中型高彩双轴对称图腾,纹样/双轴对称图腾,专家,80.91,23,23,529,10,300,0.7164,0.5671,1,58,0,1.0,1.0,1.0,,,assets/LevelData/level_162.json
163,超大型高彩左右对称徽章,纹样/左右对称徽章,超高压,102.55,50,50,1948,11,300,0.7197,0.154,1,258,0,0.9504,0.7984,0.7792,,,assets/LevelData/level_163.json
164,大型多色双轴对称图腾,纹样/双轴对称图腾,超高压,90.05,35,45,1575,8,300,0.72,0.1905,1,116,0,1.0,1.0,1.0,,,assets/LevelData/level_164.json
165,中型多色双轴对称图腾,纹样/双轴对称图腾,专家,80.05,23,25,575,7,300,0.7183,0.5217,1,88,0,1.0,1.0,1.0,,,assets/LevelData/level_165.json
166,中型高彩双轴对称图腾,纹样/双轴对称图腾,困难,76.89,27,27,729,9,300,0.7188,0.4115,1,50,0,1.0,1.0,1.0,,,assets/LevelData/level_166.json
167,中型高彩双轴对称图腾,纹样/双轴对称图腾,专家,78.64,25,29,725,9,300,0.7986,0.4138,1,54,0,1.0,1.0,1.0,,,assets/LevelData/level_167.json
168,中型高彩双轴对称图腾,纹样/双轴对称图腾,困难,75.25,24,24,576,9,300,0.7986,0.5208,1,31,0,1.0,1.0,1.0,,,assets/LevelData/level_168.json
169,大型高彩双轴对称图腾,纹样/双轴对称图腾,超高压,94.69,38,42,1596,12,300,0.7989,0.188,1,82,0,1.0,1.0,1.0,,,assets/LevelData/level_169.json
170,中型多色简笔轮廓,图标/简笔轮廓,困难,69.8,39,26,696,5,300,0.7989,0.431,1,42,0,0.7396,0.5661,0.6864,,,assets/LevelData/level_170.json
171,小型多色左右对称徽章,纹样/左右对称徽章,困难,65.82,17,25,322,4,300,0.795,0.9317,1,43,0,1.0,0.7976,0.7576,,,assets/LevelData/level_171.json
172,中型多色镂空对称图腾,纹样/镂空图腾,专家,81.14,27,30,568,6,240,1.0,0.4225,1,78,3,0.9062,0.6247,0.7012,,,assets/LevelData/level_172.json
173,小型多色环形纹章,纹样/环形纹章,困难,71.91,17,26,274,7,300,0.7956,1.0949,1,41,1,0.724,0.6199,0.6199,,,assets/LevelData/level_173.json
174,中型高彩普通拼豆图,图案/普通拼豆图,专家,79.85,30,34,619,10,300,0.7997,0.4847,5,48,0,0.8333,0.6294,0.6069,,,assets/LevelData/level_174.json
175,中型高彩双轴对称图腾,纹样/双轴对称图腾,专家,84.72,24,31,744,10,300,0.7997,0.4032,1,86,0,1.0,1.0,1.0,,,assets/LevelData/level_175.json
176,超大型高彩双轴对称图腾,纹样/双轴对称图腾,超高压,94.83,48,50,2400,10,300,0.8,0.125,1,118,0,1.0,1.0,1.0,,,assets/LevelData/level_176.json
177,超大型多色双轴对称图腾,纹样/双轴对称图腾,专家,88.82,49,48,2352,6,300,0.7725,0.1276,1,156,0,1.0,1.0,1.0,,,assets/LevelData/level_177.json
178,中型多色双轴对称图腾,纹样/双轴对称图腾,普通,63.95,20,20,400,8,300,0.7975,0.75,1,12,0,1.0,1.0,1.0,,,assets/LevelData/level_178.json
179,中型多色左右对称徽章,纹样/左右对称徽章,专家,79.54,24,30,586,6,300,0.7969,0.5119,1,91,0,1.0,0.8167,0.8139,,,assets/LevelData/level_179.json
180,中型多色双轴对称图腾,纹样/双轴对称图腾,困难,73.35,23,22,506,5,300,0.7964,0.5929,1,58,0,1.0,1.0,1.0,,,assets/LevelData/level_180.json
181,中型多色碎色拼贴图,纹样/碎色马赛克,困难,75.24,33,26,515,4,300,0.8,0.5825,1,102,0,0.7483,0.7086,0.6002,,,assets/LevelData/level_181.json
182,中型多色普通拼豆图,图案/普通拼豆图,困难,74.81,33,38,683,6,300,0.798,0.4392,1,64,0,0.7097,0.6794,0.5447,,,assets/LevelData/level_182.json
183,中型多色普通拼豆图,图案/普通拼豆图,专家,80.08,25,29,468,7,300,0.7991,0.641,1,83,0,0.7876,0.8124,0.6455,,,assets/LevelData/level_183.json
184,大型高彩双轴对称图腾,纹样/双轴对称图腾,超高压,91.49,36,44,1508,11,300,0.7997,0.1989,1,37,0,1.0,1.0,0.952,,,assets/LevelData/level_184.json
185,中型高彩双轴对称图腾,纹样/双轴对称图腾,专家,84.63,24,23,552,9,300,0.7989,0.5435,1,100,0,1.0,1.0,1.0,,,assets/LevelData/level_185.json
186,大型高彩对称拼豆图,图案/普通拼豆图,专家,89.82,39,52,1139,10,300,0.7989,0.2634,1,105,0,0.8945,0.5197,0.5616,,,assets/LevelData/level_186.json
187,中型高彩普通拼豆图,图案/普通拼豆图,专家,87.36,34,40,785,9,300,0.7987,0.3822,1,84,0,0.7485,0.7279,0.5772,,,assets/LevelData/level_187.json
188,中型多色双轴对称图腾,纹样/双轴对称图腾,专家,80.26,23,26,483,7,300,0.7992,0.6211,1,94,0,0.9732,0.903,0.8077,,,assets/LevelData/level_188.json
189,中型多色双轴对称图腾,纹样/双轴对称图腾,专家,86.85,28,28,784,8,300,0.7997,0.3827,1,94,0,1.0,1.0,1.0,,,assets/LevelData/level_189.json
190,中型多色简笔轮廓,图标/简笔轮廓,困难,71.87,29,32,604,5,300,0.798,0.4967,1,54,0,0.8405,0.8017,0.6509,,,assets/LevelData/level_190.json
191,中型多色双轴对称图腾,纹样/双轴对称图腾,困难,70.86,16,43,688,6,300,0.798,0.436,1,37,0,1.0,1.0,1.0,,,assets/LevelData/level_191.json
192,中型高彩环形纹章,纹样/环形纹章,专家,78.96,26,27,420,9,300,0.8595,0.7143,1,96,1,0.8063,0.5128,0.5983,,,assets/LevelData/level_192.json
193,中型多色简笔轮廓,图标/简笔轮廓,专家,79.51,34,34,882,4,300,1.0,0.3401,1,72,0,0.7093,0.7301,0.763,,,assets/LevelData/level_193.json
194,中型高彩左右对称徽章,纹样/左右对称徽章,困难,73.22,27,34,608,9,300,0.8586,0.4934,1,13,0,1.0,0.6645,0.6623,,,assets/LevelData/level_194.json
195,中型高彩双轴对称图腾,纹样/双轴对称图腾,专家,79.83,25,24,600,9,300,0.8583,0.5,1,53,0,1.0,1.0,1.0,,,assets/LevelData/level_195.json
196,中型高彩双轴对称图腾,纹样/双轴对称图腾,专家,88.43,29,29,841,9,300,0.8597,0.3567,1,88,0,1.0,1.0,1.0,,,assets/LevelData/level_196.json
197,大型高彩双轴对称图腾,纹样/双轴对称图腾,超高压,96.74,37,38,1406,12,300,0.8592,0.2134,1,169,0,1.0,1.0,1.0,,,assets/LevelData/level_197.json
198,中型多色双轴对称图腾,纹样/双轴对称图腾,困难,70.93,24,24,544,3,300,0.7904,0.5515,1,67,0,1.0,1.0,0.9444,,,assets/LevelData/level_198.json
199,超大型多色环形纹章,纹样/环形纹章,超高压,94.53,61,57,2084,7,300,0.8599,0.144,1,207,1,0.6008,0.7274,0.5994,,,assets/LevelData/level_199.json
200,大型高彩双轴对称图腾,纹样/双轴对称图腾,专家,84.12,36,40,1440,9,300,0.8597,0.2083,1,44,0,1.0,1.0,1.0,,,assets/LevelData/level_200.json
201,中型多色左右对称徽章,纹样/左右对称徽章,困难,69.46,21,27,437,7,300,0.8558,0.6865,1,39,0,1.0,0.6825,0.7707,,,assets/LevelData/level_201.json
202,大型高彩双轴对称图腾,纹样/双轴对称图腾,超高压,95.49,38,38,1125,11,300,0.8587,0.2667,1,138,0,0.9986,0.9986,0.7791,,,assets/LevelData/level_202.json
203,中型多色双轴对称图腾,纹样/双轴对称图腾,专家,87.59,29,28,812,7,300,0.8596,0.3695,1,109,0,1.0,1.0,1.0,,,assets/LevelData/level_203.json
204,中型多色双轴对称图腾,纹样/双轴对称图腾,专家,83.61,18,30,540,8,300,0.8593,0.5556,1,114,0,1.0,1.0,1.0,,,assets/LevelData/level_204.json
205,大型多色环形纹章,纹样/环形纹章,超高压,92.22,63,51,1663,6,300,0.8088,0.1804,26,191,7,0.68,0.6166,0.5176,,,assets/LevelData/level_205.json
206,小型多色镂空对称图腾,纹样/镂空图腾,困难,74.66,27,27,343,8,300,0.8571,0.8746,1,47,2,1.0,0.6049,0.4705,,,assets/LevelData/level_206.json
207,中型高彩双轴对称图腾,纹样/双轴对称图腾,困难,73.05,19,19,361,9,300,0.8587,0.831,1,36,0,1.0,1.0,1.0,,,assets/LevelData/level_207.json
208,中型高彩左右对称徽章,纹样/左右对称徽章,专家,82.42,28,31,686,9,300,0.8586,0.4373,1,73,0,0.9862,0.5806,0.7903,,,assets/LevelData/level_208.json
209,大型多色普通拼豆图,图案/普通拼豆图,专家,85.94,41,35,909,8,300,0.8581,0.33,1,85,0,0.784,0.5206,0.6334,,,assets/LevelData/level_209.json
210,中型高彩双轴对称图腾,纹样/双轴对称图腾,专家,86.6,30,18,526,12,300,0.8593,0.5703,1,66,0,0.9481,0.9481,0.9741,,,assets/LevelData/level_210.json
211,中型多色碎色拼贴图,纹样/碎色马赛克,专家,80.08,43,36,547,6,300,0.8592,0.5484,1,179,0,0.5891,0.4044,0.3534,,,assets/LevelData/level_211.json
212,中型多色双轴对称图腾,纹样/双轴对称图腾,普通,60.01,15,27,405,5,300,0.8593,0.7407,1,14,0,1.0,1.0,1.0,,,assets/LevelData/level_212.json
213,中型多色双轴对称图腾,纹样/双轴对称图腾,困难,74.86,22,27,594,5,300,0.8586,0.5051,1,66,0,1.0,1.0,1.0,,,assets/LevelData/level_213.json
214,中型高彩双轴对称图腾,纹样/双轴对称图腾,专家,88.98,29,28,812,11,300,0.8584,0.3695,1,62,0,1.0,1.0,1.0,,,assets/LevelData/level_214.json
215,大型多色环形纹章,纹样/环形纹章,专家,78.82,45,45,944,8,300,0.8581,0.3178,2,19,2,0.4281,0.6593,0.4662,,,assets/LevelData/level_215.json
216,大型高彩环形纹章,纹样/环形纹章,超高压,97.02,50,50,1242,10,300,0.8599,0.2415,1,246,1,0.568,0.568,0.4968,,,assets/LevelData/level_216.json
217,中型多色双轴对称图腾,纹样/双轴对称图腾,困难,69.71,21,24,504,4,300,0.8571,0.5952,1,44,0,1.0,1.0,1.0,,,assets/LevelData/level_217.json
218,中型多色双轴对称图腾,纹样/双轴对称图腾,专家,79.47,30,29,870,8,300,0.8598,0.3448,1,27,0,1.0,1.0,1.0,,,assets/LevelData/level_218.json
219,中型多色横向拼豆图,图案/普通拼豆图,困难,72.34,48,33,734,6,300,0.8488,0.4087,1,42,0,0.5,0.4975,0.4634,,,assets/LevelData/level_219.json
220,中型多色双轴对称图腾,纹样/双轴对称图腾,专家,80.76,28,27,756,7,300,0.8598,0.3968,1,53,0,1.0,1.0,1.0,,,assets/LevelData/level_220.json
221,中型高彩双轴对称图腾,纹样/双轴对称图腾,专家,85.52,25,24,600,9,300,0.86,0.5,1,87,0,1.0,1.0,1.0,,,assets/LevelData/level_221.json
222,大型多色双轴对称图腾,纹样/双轴对称图腾,专家,86.67,37,40,1480,7,300,0.8588,0.2027,1,134,0,1.0,1.0,1.0,,,assets/LevelData/level_222.json
223,大型高彩双轴对称图腾,纹样/双轴对称图腾,超高压,92.98,32,45,1249,11,300,0.8599,0.2402,1,114,0,0.9542,0.9264,0.8674,,,assets/LevelData/level_223.json
224,大型多色环形纹章（左右对称）,纹样/环形纹章,专家,86.11,45,49,1652,6,300,0.859,0.1816,1,77,1,0.9184,0.8395,0.7492,,,assets/LevelData/level_224.json
225,中型多色双轴对称图腾,纹样/双轴对称图腾,专家,78.62,30,32,809,6,300,0.8578,0.3708,1,51,0,0.9979,0.8729,0.8427,,,assets/LevelData/level_225.json
226,中型多色左右对称徽章,纹样/左右对称徽章,困难,69.21,26,43,794,4,300,0.7972,0.3778,1,12,0,1.0,0.6458,0.7102,,,assets/LevelData/level_226.json
227,超大型高彩双轴对称图腾,纹样/双轴对称图腾,超高压,94.27,42,43,1806,9,300,0.8505,0.1661,1,127,0,1.0,1.0,1.0,,,assets/LevelData/level_227.json
228,中型多色环形纹章,纹样/环形纹章,专家,79.02,38,38,623,5,300,0.8587,0.4815,1,132,2,0.4197,0.4197,0.4314,,,assets/LevelData/level_228.json
229,中型多色左右对称徽章,纹样/左右对称徽章,困难,75.75,24,22,456,7,300,0.8596,0.6579,1,68,0,1.0,0.8182,0.8636,,,assets/LevelData/level_229.json
230,大型高彩双轴对称图腾,纹样/双轴对称图腾,专家,86.75,35,35,1225,9,300,0.8596,0.2449,1,81,0,1.0,1.0,1.0,,,assets/LevelData/level_230.json
231,中型多色普通拼豆图,图案/普通拼豆图,专家,81.43,35,37,778,6,420,1.0,0.5398,1,95,0,0.5676,0.5073,0.6008,,,assets/LevelData/level_231.json
232,中型多色左右对称徽章,纹样/左右对称徽章,专家,78.06,36,48,634,6,300,0.858,0.4732,1,77,0,0.9954,0.6597,0.3669,,,assets/LevelData/level_232.json
233,中型多色双轴对称图腾,纹样/双轴对称图腾,困难,77.64,21,26,546,8,300,0.859,0.5495,1,49,0,1.0,1.0,1.0,,,assets/LevelData/level_233.json
234,中型高彩双轴对称图腾,纹样/双轴对称图腾,专家,86.99,29,29,841,9,300,0.8585,0.3567,1,76,0,1.0,1.0,1.0,,,assets/LevelData/level_234.json
235,中型高彩双轴对称图腾,纹样/双轴对称图腾,专家,86.91,28,27,756,11,300,0.8598,0.3968,1,45,0,1.0,1.0,1.0,,,assets/LevelData/level_235.json
236,中型高彩碎色拼贴图,纹样/碎色马赛克,专家,87.08,29,35,725,9,300,0.8579,0.4138,1,141,0,0.7635,0.7123,0.7143,,,assets/LevelData/level_236.json
237,中型多色普通拼豆图,图案/普通拼豆图,专家,78.35,31,38,735,7,300,0.8395,0.4082,1,74,0,0.4771,0.5297,0.6239,,,assets/LevelData/level_237.json
238,中型高彩双轴对称图腾,纹样/双轴对称图腾,专家,84.75,22,22,484,9,300,0.8574,0.6198,1,87,0,1.0,1.0,1.0,,,assets/LevelData/level_238.json
239,中型高彩环形纹章,纹样/环形纹章,专家,80.49,30,27,400,10,300,0.86,0.75,9,111,4,0.5951,0.484,0.4938,,,assets/LevelData/level_239.json
240,大型多色简笔轮廓,图标/简笔轮廓,困难,76.11,46,40,1262,5,300,0.859,0.2377,4,38,0,0.7261,0.5435,0.6859,,,assets/LevelData/level_240.json
241,中型高彩普通拼豆图,图案/普通拼豆图,专家,78.48,30,40,610,9,300,0.859,0.4918,1,45,0,0.8267,0.61,0.5083,,,assets/LevelData/level_241.json
242,中型多色双轴对称图腾,纹样/双轴对称图腾,困难,76.34,16,28,448,8,300,0.8571,0.6696,1,62,0,1.0,1.0,1.0,,,assets/LevelData/level_242.json
243,中型多色双轴对称图腾,纹样/双轴对称图腾,专家,86.13,25,31,775,7,300,0.8581,0.3871,1,95,0,1.0,1.0,1.0,,,assets/LevelData/level_243.json
244,中型高彩双轴对称图腾,纹样/双轴对称图腾,超高压,92.61,28,28,784,10,300,0.8584,0.3827,1,104,0,1.0,1.0,1.0,,,assets/LevelData/level_244.json
245,中型多色双轴对称图腾,纹样/双轴对称图腾,困难,67.75,21,22,400,6,300,0.8575,0.75,1,38,0,1.0,0.9394,0.8658,,,assets/LevelData/level_245.json
246,中型多色简笔轮廓,图标/简笔轮廓,普通,59.86,25,28,461,5,300,0.8568,0.6508,1,12,0,0.7314,0.7743,0.6586,,,assets/LevelData/level_246.json
247,中型多色满版色块图,构图/满版色块,专家,79.87,30,28,783,6,300,0.8289,0.3831,1,64,0,0.869,0.8833,0.9321,,,assets/LevelData/level_247.json
248,中型高彩双轴对称图腾,纹样/双轴对称图腾,专家,79.75,22,25,550,9,300,0.8327,0.5455,1,53,0,1.0,1.0,1.0,,,assets/LevelData/level_248.json
249,中型高彩双轴对称图腾,纹样/双轴对称图腾,超高压,90.16,32,26,832,10,300,0.8594,0.3606,1,87,0,1.0,1.0,1.0,,,assets/LevelData/level_249.json
250,中型多色环形纹章,纹样/环形纹章,困难,77.59,27,27,455,8,300,0.8571,0.6593,7,108,2,0.5501,0.583,0.6241,,,assets/LevelData/level_250.json
251,中型高彩双轴对称图腾,纹样/双轴对称图腾,专家,81.76,27,27,535,9,300,0.8598,0.5607,1,61,0,1.0,0.8628,0.7339,,,assets/LevelData/level_251.json
252,中型多色双轴对称图腾,纹样/双轴对称图腾,困难,70.25,24,22,528,5,300,0.858,0.5682,1,38,0,1.0,1.0,1.0,,,assets/LevelData/level_252.json
253,中型多色左右对称徽章,纹样/左右对称徽章,困难,73.24,27,25,515,4,0,1.0,,1,97,0,1.0,0.8341,0.763,,,assets/LevelData/level_253.json
254,小型多色左右对称徽章,纹样/左右对称徽章,普通,63.49,13,33,343,4,0,1.0,,1,26,0,1.0,0.7389,0.7995,,,assets/LevelData/level_254.json
255,中型多色双轴对称图腾,纹样/双轴对称图腾,困难,71.54,25,30,750,7,0,1.0,,1,43,0,1.0,1.0,1.0,,,assets/LevelData/level_255.json
256,中型多色双轴对称图腾,纹样/双轴对称图腾,困难,74.01,25,30,750,8,0,1.0,,1,48,0,1.0,1.0,1.0,,,assets/LevelData/level_256.json
